sujeto ,time ,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
10,3,"5,893693","1,720699","1,370529","0,815662","0,431155","4,216277","1,78874","1,379742","1,967716","1,154009","2,097659","4,362606","1,486557","0,730009","0,252175","4,621917","4,044648","1,312596","1,186018","0,625639","5,950089","3,625867","1,280666","0,956042","0,428079"
10,"3,125","8,55963","1,698384","1,519254","1,016553","0,504264","4,313005","1,677961","1,490336","1,855696","1,173752","2,164694","6,150208","1,767738","0,83934","0,259098","5,254758","5,240843","1,293444","1,281946","0,659248","8,378256","3,272346","1,341214","1,012953","0,477446"
10,"3,25","13,894415","2,040671","1,537222","1,213504","0,595116","4,114551","1,552578","1,594967","1,768851","1,23335","2,165742","8,494465","1,915959","0,895952","0,272887","5,75844","6,428269","1,263234","1,340087","0,714281","12,798084","3,279977","1,301601","1,139844","0,554093"
10,"3,375","22,77128","2,817341","1,476458","1,390707","0,678848","3,805898","1,437186","1,666768","1,695395","1,304513","2,103582","10,885797","1,884394","0,893596","0,289155","6,103909","7,362289","1,236138","1,350372","0,782533","19,963356","3,783263","1,243465","1,287103","0,633126"
10,"3,5","33,442112","3,919946","1,409503","1,527009","0,733038","3,389784","1,347448","1,681952","1,593782","1,348689","2,036212","12,711368","1,728471","0,847326","0,30667","6,181138","7,839375","1,251146","1,316263","0,848412","28,496382","4,694605","1,255673","1,392833","0,68554"
10,"3,625","43,503071","5,100008","1,393931","1,602869","0,745708","2,941431","1,303503","1,64338","1,433854","1,335551","1,961931","13,52809","1,571633","0,786823","0,325182","5,975509","7,764124","1,340595","1,247811","0,891496","36,503677","5,761554","1,38887","1,420995","0,693362"
10,"3,75","48,875862","6,043034","1,448099","1,602427","0,717097","2,453139","1,326034","1,560263","1,217525","1,262635","1,865749","13,256531","1,542828","0,737798","0,343977","5,502007","7,234844","1,49299","1,157554","0,897471","40,884232","6,677116","1,624556","1,369865","0,655522"
10,"3,875","48,216381","6,492192","1,545531","1,527151","0,658638","2,035996","1,430766","1,448511","0,977605","1,154905","1,692547","12,181789","1,685081","0,710222","0,360085","4,854788","6,496838","1,644377","1,061914","0,869047","40,485249","7,181729","1,880868","1,271541","0,588045"
10,4,"41,150658","6,380453","1,629395","1,398969","0,586133","1,743465","1,623622","1,345419","0,754797","1,048588","1,434458","10,780187","1,919809","0,697347","0,36676","4,122184","5,779616","1,722794","0,968518","0,822074","34,956989","7,153218","2,043066","1,171413","0,514507"
10,"4,125","30,581562","5,808387","1,652004","1,251401","0,515207","1,657161","1,873833","1,284515","0,584686","0,972425","1,145953","9,444235","2,096575","0,687416","0,357023","3,391842","5,242067","1,680636","0,880047","0,775494","26,542503","6,61408","2,034742","1,105691","0,455642"
10,"4,25","19,293062","5,064218","1,59805","1,123263","0,457264","1,71609","2,098025","1,276202","0,493279","0,934679","0,916026","8,333265","2,091504","0,676692","0,33041","2,715746","4,906116","1,516655","0,79725","0,743103","17,326904","5,824053","1,874498","1,095662","0,420314"
10,"4,375","10,407281","4,475225","1,48913","1,036165","0,418181","1,842161","2,204598","1,317455","0,489174","0,921857","0,824382","7,365168","1,86617","0,670135","0,296692","2,136596","4,669632","1,271329","0,727798","0,729695","9,910679","5,133152","1,65337","1,134958","0,404829"
10,"4,5","4,978876","4,208063","1,376166","0,988489","0,399769","1,918119","2,134312","1,383121","0,554373","0,914425","0,88838","6,412361","1,526546","0,673642","0,274358","1,705393","4,407203","1,003979","0,683289","0,734191","5,182414","4,752341","1,479062","1,191892","0,399839"
10,"4,625","2,650282","4,232352","1,302634","0,956154","0,403344","1,862054","1,930704","1,436168","0,652714","0,900097","1,105546","5,415112","1,202925","0,686678","0,280084","1,490259","4,031385","0,774966","0,670223","0,752741","3,101833","4,705393","1,410864","1,226113","0,399452"
10,"4,75","2,14018","4,391299","1,274135","0,911043","0,42913","1,639247","1,687216","1,437689","0,74823","0,875317","1,434634","4,423491","0,982107","0,70441","0,317868","1,46658","3,546968","0,625795","0,700446","0,781025","2,724555","4,857296","1,429808","1,212151","0,403922"
10,"4,875","2,336555","4,538781","1,244549","0,840487","0,471044","1,287075","1,528014","1,363442","0,817047","0,844407","1,882701","3,650684","0,915812","0,722527","0,374809","1,540459","3,052134","0,567871","0,776628","0,81104","3,190322","5,091761","1,452782","1,144406","0,414354"
10,5,"2,930344","4,604371","1,15159","0,752248","0,516113","0,926353","1,586941","1,215506","0,841301","0,817838","2,459304","3,403609","1,016489","0,732591","0,426831","1,614702","2,640009","0,590454","0,884546","0,833377","4,130249","5,410969","1,381764","1,031809","0,42728"
10,"5,125","3,626842","4,625073","0,986147","0,670281","0,550548","0,670824","1,91714","1,01284","0,816463","0,806271","3,041609","3,813459","1,22165","0,727483","0,450744","1,626467","2,361686","0,676187","0,997342","0,838915","5,080694","5,798553","1,18898","0,896163","0,434863"
10,"5,25","4,197357","4,681372","0,791362","0,624587","0,564531","0,556873","2,457762","0,791335","0,750982","0,8157","3,483546","4,851102","1,494769","0,707624","0,435733","1,557017","2,203412","0,821828","1,080133","0,818768","5,786536","6,202751","0,91346","0,769044","0,429053"
10,"5,375","4,43541","4,826116","0,645243","0,636271","0,55506","0,583495","3,038989","0,589348","0,659882","0,845138","3,669994","6,532475","1,82623","0,683858","0,387354","1,42695","2,120141","1,02794","1,104527","0,767392","6,078114","6,502221","0,649132","0,68121","0,406412"
10,"5,5","4,174908","5,040403","0,602881","0,712135","0,5268","0,733741","3,461345","0,425104","0,567724","0,889327","3,548332","8,815632","2,245229","0,678037","0,322849","1,278376","2,081611","1,270931","1,064897","0,688754","5,835248","6,565517","0,489667","0,657378","0,371514"
10,"5,625","3,58247","5,248691","0,67129","0,838263","0,488282","0,998281","3,581941","0,308538","0,509477","0,946719","3,157034","11,460005","2,737549","0,718983","0,261783","1,163529","2,073219","1,483648","0,98697","0,601446","5,252717","6,331223","0,469378","0,702178","0,334311"
10,"5,75","2,897995","5,375643","0,799751","0,987366","0,448596","1,355021","3,357388","0,239828","0,519112","1,020303","2,660129","14,043356","3,19873","0,819485","0,217483","1,133493","2,1149","1,587731","0,911999","0,53121","4,58606","5,835564","0,547649","0,800022","0,30471"
10,"5,875","2,442761","5,381557","0,922351","1,125558","0,416519","1,744727","2,867494","0,214008","0,611464","1,11166","2,224548","16,086836","3,477305","0,960908","0,193256","1,25693","2,280761","1,552427","0,881931","0,499282","4,131345","5,215686","0,648224","0,922485","0,289327"
10,6,"2,419869","5,296063","0,995755","1,222389","0,399166","2,079126","2,259963","0,221988","0,77721","1,214035","1,943836","17,223","3,458372","1,096876","0,184608","1,547943","2,621589","1,417619","0,92926","0,514719","4,064034","4,66733","0,724046","1,038554","0,290064"
10,"6,125","2,768188","5,167709","1,041095","1,263533","0,399901","2,286814","1,699784","0,252298","0,984686","1,308593","1,842743","17,367708","3,136358","1,179163","0,186624","1,965011","3,123072","1,275338","1,065387","0,577427","4,219395","4,316798","0,784529","1,122329","0,303529"
10,"6,25","3,35095","5,079906","1,118422","1,245371","0,418169","2,405346","1,332802","0,295279","1,186893","1,374334","1,942151","16,722446","2,605336","1,188155","0,199339","2,402636","3,702004","1,212841","1,271266","0,683041","4,435266","4,204459","0,858286","1,1544","0,325196"
10,"6,375","4,016616","5,07659","1,3026","1,180868","0,449568","2,5614","1,250841","0,3497","1,33859","1,403973","2,286247","15,614367","2,024485","1,141276","0,226397","2,726083","4,197383","1,298376","1,49426","0,819495","4,689721","4,271157","0,986336","1,124969","0,354533"
10,"6,5","5,036757","5,107897","1,671413","1,098054","0,49018","2,907679","1,499074","0,418292","1,412316","1,409857","3,048583","14,381821","1,571849","1,080985","0,26958","3,032109","4,445042","1,582405","1,661191","0,971862","5,38919","4,395049","1,226462","1,045063","0,397373"
10,"6,625","6,761033","5,079847","2,284745","1,042667","0,535633","3,487153","2,026938","0,509443","1,406458","1,414319","4,274001","13,265634","1,300953","1,046427","0,324893","3,454954","4,325615","2,091869","1,714374","1,127044","6,79318","4,459448","1,641236","0,957431","0,458099"
10,"6,75","9,363116","4,902581","3,112067","1,064269","0,579463","4,15169","2,693977","0,631129","1,346455","1,434117","5,758754","12,415586","1,157449","1,048033","0,381426","4,198099","3,835739","2,816617","1,644111","1,277908","8,960626","4,427693","2,24006","0,917709","0,53157"
10,"6,875","12,563256","4,548742","3,998525","1,184122","0,614781","4,658059","3,310635","0,776088","1,271627","1,468797","7,137048","11,918205","1,064804","1,065643","0,425298","5,231178","3,116005","3,681139","1,490983","1,420212","11,422972","4,332284","2,943771","0,963063","0,604963"
10,7,"15,623028","4,054412","4,730661","1,376131","0,631653","4,805717","3,691465","0,920443","1,207687","1,495004","7,996878","11,774439","1,008266","1,059537","0,444966","6,310017","2,373269","4,504927","1,331142","1,540626","13,388527","4,226096","3,608794","1,08887","0,661691"
,,,,,,,,,,,,,,,,,,,,,,,,,,
11,"0,125","5,367083","16,58856","0,765909","2,059835","0,307632","1,714391","3,340972","0,811747","0,291385","0,613752","7,62658","70,252449","6,122119","2,653569","0,296271","1,98822","6,557334","2,650029","2,294206","0,357126","5,190377","20,228167","0,940724","2,403909","0,277473"
11,"0,25","4,958311","14,086386","0,716263","2,030391","0,360854","1,671443","3,768745","0,947809","0,28431","0,596685","9,025588","77,316681","7,630989","3,012392","0,326133","2,166797","7,669525","2,295384","2,308529","0,366563","5,354825","17,065487","0,846866","2,343068","0,342934"
11,"0,375","4,272009","11,68897","0,729204","1,871268","0,427081","1,6111","4,057199","0,976837","0,314185","0,599503","10,786522","78,31041","8,640692","3,357003","0,376862","2,229974","8,507918","1,9473","2,178604","0,370012","5,056047","14,058418","0,916664","2,121228","0,426358"
11,"0,5","3,398127","10,102819","0,853466","1,6013","0,490165","1,459766","4,137005","0,893508","0,384283","0,616567","12,239627","72,19838","9,037668","3,5488","0,448253","2,135854","8,763981","1,762455","1,912009","0,377874","4,308134","11,87907","1,167152","1,787698","0,510816"
11,"0,625","2,511984","10,348665","1,044283","1,276936","0,533742","1,280784","3,975402","0,735774","0,491876","0,638636","13,010613","60,720394","8,99767","3,523075","0,531661","1,901586","8,330394","1,785838","1,553665","0,395771","3,286841","11,754329","1,480493","1,42872","0,576481"
11,"0,75","1,854852","13,115857","1,216842","0,972129","0,548173","1,170743","3,608152","0,558364","0,619419","0,657747","13,029061","47,227314","8,629283","3,272997","0,607572","1,646828","7,382328","1,941659","1,176376","0,420206","2,358283","14,677351","1,728549","1,132029","0,610746"
11,"0,875","1,530331","18,045048","1,290472","0,74899","0,533449","1,236871","3,141296","0,419326","0,736635","0,668343","12,492482","35,12365","8,059015","2,867721","0,655282","1,448528","6,270634","2,061979","0,855144","0,440058","1,752827","20,442068","1,837499","0,952517","0,610987"
11,1,"1,726206","23,800491","1,246026","0,633112","0,50018","1,474275","2,72336","0,373395","0,811141","0,666318","11,598897","26,58647","7,409807","2,416252","0,660133","1,43996","5,418075","1,998699","0,635014","0,443104","1,703364","27,646452","1,798965","0,891358","0,58481"
11,"1,125","2,50322","28,771883","1,152701","0,60463","0,46286","1,776856","2,512338","0,429162","0,830362","0,648244","10,479776","22,116848","6,591411","2,006283","0,61787","1,749622","5,119059","1,720978","0,519883","0,422979","2,307774","34,408394","1,668207","0,900738","0,54411"
11,"1,25","3,927174","31,6362","1,106463","0,623614","0,433862","2,011573","2,602429","0,555117","0,807812","0,613484","9,345876","21,051813","5,55711","1,698167","0,54055","2,436433","5,413878","1,311094","0,482134","0,384861","3,653003","39,003834","1,527424","0,924242","0,500105"
11,"1,375","5,878629","31,845716","1,153913","0,661146","0,420515","2,091893","2,965474","0,706818","0,780544","0,568507","8,31234","22,169477","4,404222","1,497608","0,451357","3,371442","6,118428","0,93105","0,488263","0,343622","5,461067","40,494671","1,436878","0,924797","0,460062"
11,"1,5","7,755378","29,618391","1,298394","0,702074","0,423946","1,98843","3,468435","0,860494","0,788903","0,527456","7,308049","24,233412","3,36159","1,383358","0,373648","4,344905","6,943446","0,736804","0,513185","0,316191","7,254693","38,81636","1,469343","0,890467","0,427189"
11,"1,625","9,233371","25,749767","1,508098","0,737094","0,441459","1,798822","3,915851","1,005872","0,851388","0,508447","6,306194","25,953993","2,55727","1,327431","0,321726","5,091703","7,645167","0,778442","0,54469","0,315514","8,588762","34,646297","1,632034","0,828831","0,40257"
11,"1,75","9,522571","21,200607","1,712986","0,753652","0,468159","1,565672","4,117575","1,135253","0,960471","0,526307","5,345286","26,381809","1,981851","1,295923","0,29819","5,406351","8,047883","0,998173","0,574771","0,345911","8,907906","29,055759","1,859237","0,763415","0,387121"
11,"1,875","8,901577","16,724577","1,836014","0,73779","0,498089","1,376466","3,973806","1,245077","1,100966","0,585654","4,489128","25,138052","1,610992","1,243488","0,295553","5,219868","8,047477","1,307219","0,599061","0,402038","8,317415","23,097862","2,059816","0,727521","0,383479"
11,2,"7,307683","12,698283","1,825979","0,68326","0,523245","1,196355","3,530225","1,33668","1,264365","0,682746","3,763747","22,261089","1,40624","1,14067","0,30255","4,615489","7,585705","1,60717","0,618404","0,471732","6,824302","17,522678","2,158751","0,750592","0,393276"
11,"2,125","5,425174","9,236556","1,656153","0,594269","0,534896","1,069188","2,938149","1,390605","1,450992","0,808814","3,188804","18,193539","1,28873","0,983484","0,310475","3,83148","6,705308","1,817232","0,639777","0,539419","5,000911","12,766924","2,095205","0,83751","0,413758"
11,"2,25","3,590996","6,400281","1,366521","0,489791","0,526948","1,034933","2,387737","1,391092","1,655865","0,946633","2,691395","13,688029","1,169634","0,791919","0,314682","3,133988","5,552787","1,884334","0,671443","0,59204","3,216068","9,065266","1,843803","0,961948","0,437373"
11,"2,375","2,340001","4,33214","1,060095","0,397287","0,498956","1,192676","2,014184","1,34305","1,85978","1,074942","2,249519","9,549519","1,01003","0,607676","0,312218","2,734338","4,331378","1,807709","0,713101","0,6226","1,978514","6,593185","1,493558","1,074424","0,454393"
11,"2,5","1,892741","3,082114","0,841109","0,348714","0,458613","1,628083","1,85788","1,277474","2,032152","1,169388","1,935177","6,363817","0,854179","0,479796","0,302095","2,701115","3,287715","1,658136","0,769616","0,632183","1,534454","5,296113","1,18795","1,130546","0,458113"
11,"2,625","2,216188","2,467181","0,779367","0,370371","0,418155","2,309979","1,849751","1,229102","2,137211","1,211874","1,819286","4,331514","0,795193","0,44001","0,286013","2,974051","2,650358","1,508216","0,849462","0,627521","1,957265","4,758973","1,022722","1,114208","0,446611"
11,"2,75","3,171466","2,165658","0,892803","0,468754","0,391585","3,103442","1,873665","1,227694","2,150361","1,204751","1,864901","3,372251","0,905975","0,488243","0,268603","3,420451","2,580412","1,400848","0,952391","0,61753","3,029869","4,467081","1,022212","1,048189","0,426936"
11,"2,875","4,447295","1,928727","1,125651","0,626172","0,392825","3,808008","1,858104","1,281846","2,080329","1,173484","1,989576","3,399627","1,166467","0,598475","0,255723","3,993922","3,086639","1,34128","1,069722","0,613624","4,456425","4,093041","1,142691","0,978609","0,41456"
