sujeto ,tiempo,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
21,"0,375","2,551649","1,155436","2,502643","0,849794","0,305992","2,734663","0,805086","0,810721","0,42814","0,205816","5,789366","20,956415","1,480706","0,716274","0,356829","2,516296","1,594332","0,749044","0,703851","0,292466","2,001505","1,423206","2,610268","0,905152","0,393657"
21,"0,5","4,367113","1,11141","2,110472","0,778613","0,352951","3,136497","0,737014","0,741007","0,467081","0,197624","7,895453","23,859415","1,432647","0,717581","0,330611","2,378937","1,326262","0,606301","0,837432","0,357022","2,734395","1,276139","2,285113","0,928702","0,446347"
21,"0,625","6,544151","1,216408","1,728696","0,682311","0,403179","3,690279","0,712449","0,701519","0,489357","0,198528","9,605745","24,999722","1,414508","0,732003","0,323944","2,231628","0,988174","0,568074","0,955423","0,42998","4,026458","1,211463","2,235011","0,923955","0,507179"
21,"0,75","8,41917","1,450304","1,409389","0,583426","0,440661","4,264315","0,76329","0,703169","0,496004","0,203047","10,406795","23,836342","1,406318","0,760336","0,333134","2,121455","0,702223","0,628164","1,058466","0,496168","5,58325","1,244924","2,385081","0,892775","0,557575"
21,"0,875","9,468264","1,812135","1,274185","0,524188","0,455069","4,790148","0,912234","0,736934","0,494752","0,206163","10,142667","20,584545","1,484176","0,800155","0,348555","2,337563","0,719231","0,802683","1,171188","0,537821","7,036903","1,364867","2,603726","0,850656","0,580798"
21,1,"9,391134","2,341222","1,473231","0,543011","0,446158","5,039122","1,14579","0,78178","0,494199","0,206522","8,931633","16,148773","1,744964","0,844914","0,360475","10,10954","3,291054","1,91799","1,59876","0,580453","7,887828","1,575681","2,797132","0,81067","0,570542"
21,"1,125","8,449579","3,0316","2,075713","0,649442","0,423225","4,861162","1,407319","0,816332","0,497371","0,209414","7,176471","11,719108","2,216853","0,88104","0,366985","42,44434","13,213201","5,963667","3,076728","0,75806","7,997394","1,872669","2,928497","0,775955","0,533892"
21,"1,25","7,102795","3,808859","2,959279","0,823288","0,399775","4,267243","1,616706","0,830848","0,501122","0,223247","5,322027","8,249704","2,824879","0,891602","0,37249","120,296021","34,537102","14,687857","6,224089","1,241204","7,343857","2,249712","2,964236","0,749492","0,487219"
21,"1,375","5,996838","4,496223","3,856794","1,028562","0,38749","3,399562","1,701911","0,831817","0,501144","0,253596","3,817968","6,124824","3,410516","0,870534","0,382966","239,436386","66,851921","27,901047","10,976435","2,102387","6,620996","2,63103","2,878065","0,740866","0,446868"
21,"1,5","5,588859","4,907573","4,491259","1,226255","0,397003","2,526843","1,637118","0,821934","0,494848","0,300047","3,038674","5,11825","3,789683","0,826728","0,402661","380,520477","103,463737","42,990498","16,360426","3,222426","6,450556","2,923484","2,658955","0,761092","0,426738"
21,"1,625","6,095776","4,892735","4,678551","1,383989","0,439153","1,888285","1,443798","0,805914","0,483609","0,356235","3,037619","4,560097","3,835104","0,776204","0,429485","499,423798","133,55481","55,562672","20,779951","4,303858","7,369069","3,054022","2,316504","0,812927","0,436168"
21,"1,75","7,255226","4,442816","4,397892","1,480608","0,519293","1,568326","1,183534","0,783873","0,472229","0,41215","3,528538","3,903469","3,549051","0,730971","0,453665","557,388123","146,850113","61,361748","22,729546","4,988238","9,459172","2,979229","1,89889","0,882375","0,475937"
21,"1,875","10,065861","3,821599","3,755187","1,518666","0,633299","1,506358","0,932811","0,758034","0,469255","0,458768","4,121724","3,075084","3,080328","0,694948","0,463922","532,720764","138,526016","58,27549","21,494858","5,025802","13,720359","2,890097","1,494026","0,956919","0,540095"
21,2,"18,42568","3,710852","3,003246","1,521956","0,766967","1,61147","0,752148","0,730357","0,491276","0,492505","4,480072","2,220706","2,566566","0,673232","0,454172","433,924866","111,527939","47,39003","17,505104","4,402981","22,9793","3,372362","1,229974","1,040594","0,617147"
21,"2,125","36,656876","4,785761","2,381445","1,519306","0,897615","1,842104","0,649795","0,697441","0,55537","0,516769","4,537777","1,50026","2,084035","0,66846","0,425846","296,657379","75,262817","32,462677","12,143192","3,349146","40,077534","4,933015","1,19654","1,147433","0,687178"
21,"2,25","65,615211","7,269009","2,03547","1,5219","1,002485","2,158162","0,601877","0,65808","0,66871","0,541644","4,350143","1,041842","1,647033","0,681898","0,386433","163,955612","40,953018","18,146311","7,07444","2,223833","65,074707","7,669623","1,409117","1,290342","0,727825"
21,"2,375","100,817879","10,704398","1,943079","1,522711","1,070402","2,531529","0,588137","0,615156","0,824268","0,576116","4,124614","0,85528","1,246128","0,715485","0,348431","68,468628","16,632883","7,855857","3,487308","1,344868","94,179977","11,10384","1,77146","1,479669","0,727909"
21,"2,5","131,676605","14,086534","1,977236","1,50766","1,10403","2,834857","0,600631","0,566069","0,994809","0,618952","3,936919","0,884592","0,895455","0,757686","0,324562","19,158587","4,344868","2,520702","1,666757","0,854853","119,057152","14,206986","2,120813","1,696384","0,692514"
21,"2,625","148,601776","16,261856","1,990188","1,462434","1,116902","3,036472","0,616261","0,504554","1,140421","0,657684","3,881484","1,0358","0,638698","0,78573","0,323101","3,673579","0,744515","0,795509","1,090068","0,695518","131,632477","15,898417","2,309081","1,892721","0,639482"
21,"2,75","144,318314","16,418621","1,910689","1,411449","1,132258","3,073243","0,621079","0,431851","1,221459","0,675364","3,783982","1,231068","0,495421","0,774917","0,344938","2,029321","0,592755","0,539339","0,975711","0,69768","127,066795","15,525915","2,271145","2,015762","0,58828"
21,"2,875","120,871201","14,454175","1,727495","1,399635","1,175264","2,978579","0,63012","0,356582","1,221519","0,664132","3,564904","1,391236","0,440953","0,710835","0,382571","1,760467","0,745929","0,497416","0,875442","0,723019","106,623764","13,265097","2,024555","2,018975","0,55229"
21,3,"85,89875","11,319196","1,56657","1,48815","1,260461","2,831723","0,696983","0,290722","1,159075","0,628622","3,214","1,457316","0,421486","0,604327","0,424023","1,721261","0,890703","0,485348","0,750452","0,734224","76,392227","10,287969","1,720592","1,899842","0,535246"
21,"3,125","52,014309","8,424305","1,696821","1,708991","1,390011","2,713864","0,871625","0,250253","1,079203","0,585025","2,868212","1,402582","0,403191","0,488923","0,457515","1,529294","1,005664","0,502757","0,634565","0,736404","47,183033","8,011458","1,639456","1,70533","0,532013"
21,"3,25","27,935289","6,941057","2,371778","2,042182","1,560554","2,706449","1,169469","0,243356","1,023512","0,559765","2,668386","1,235173","0,38423","0,399446","0,477696","1,377645","1,073961","0,539258","0,556897","0,745957","26,062197","7,365373","2,009125","1,506753","0,535772"
21,"3,375","17,101456","7,270744","3,62464","2,406265","1,762441","2,792815","1,552587","0,266315","1,005496","0,581299","2,704255","0,99447","0,374518","0,350949","0,4878","1,251526","1,109842","0,586802","0,522101","0,781966","16,518488","8,379478","2,873897","1,358087","0,543217"
21,"3,5","16,274174","8,902768","5,208965","2,683129","1,975175","2,908296","1,926069","0,318878","1,018681","0,662844","2,913695","0,746631","0,393827","0,337864","0,495255","1,351744","1,135047","0,664372","0,517725","0,861147","15,826559","10,268722","4,026992","1,27867","0,556964"
21,"3,625","18,2024","10,676311","6,669386","2,780505","2,168619","2,944396","2,164973","0,392671","1,047633","0,794916","3,093424","0,568332","0,470707","0,345261","0,505723","1,609825","1,151788","0,79806","0,533262","0,98853","18,053619","11,823525","5,095328","1,255689","0,582047"
21,"3,75","18,444298","11,478927","7,511742","2,666225","2,308367","2,859262","2,180156","0,472178","1,079763","0,947886","3,075162","0,520494","0,621633","0,363041","0,518564","2,039207","1,142695","0,995983","0,573906","1,150767","18,90906","12,080532","5,660358","1,259626","0,621581"
21,"3,875","16,796181","10,870441","7,413342","2,389144","2,367802","2,738511","1,97237","0,543509","1,117978","1,083054","2,853598","0,627439","0,824224","0,391778","0,526693","2,455304","1,086541","1,222293","0,669627","1,315635","17,747608","10,834311","5,472857","1,26883","0,674669"
21,4,"14,17225","9,019138","6,401942","2,039646","2,334663","2,682859","1,611954","0,601792","1,180204","1,16858","2,550086","0,856029","1,032089","0,437364","0,521269","2,76645","0,97766","1,429392","0,861693","1,439697","15,160474","8,455476","4,594174","1,267992","0,737325"
21,"4,125","11,557","6,586905","4,802718","1,708986","2,212354","2,785298","1,210796","0,648702","1,287065","1,188923","2,371483","1,115618","1,187626","0,507249","0,498606","2,881827","0,82437","1,558362","1,177126","1,485376","12,21979","5,750818","3,342329","1,261482","0,801262"
21,"4,25","9,713286","4,391518","3,110635","1,467307","2,015824","3,043112","0,870738","0,690696","1,445281","1,147205","2,345179","1,309265","1,25429","0,603899","0,463047","2,754924","0,653046","1,569756","1,597146","1,435805","9,833163","3,54265","2,158099","1,25719","0,856078"
21,"4,375","8,935748","2,956624","1,75111","1,360185","1,776359","3,430987","0,641579","0,734331","1,635847","1,059287","2,481211","1,384718","1,232054","0,722313","0,424028","2,460135","0,497436","1,463992","2,043049","1,303579","8,477465","2,263897","1,365417","1,263227","0,891007"
21,"4,5","8,973416","2,32754","0,908471","1,397023","1,54142","3,886857","0,524464","0,792037","1,812601","0,947741","2,676949","1,3561","1,152944","0,848564","0,391009","2,120573","0,393331","1,292503","2,397819","1,128124","7,911963","1,854735","1,022135","1,27547","0,896769"
21,"4,625","9,320123","2,173819","0,52891","1,5433","1,362095","4,356344","0,485149","0,877746","1,918403","0,835333","2,877236","1,278231","1,057154","0,961816","0,369046","1,852161","0,35768","1,142624","2,552423","0,963627","7,621225","1,892798","0,982614","1,279674","0,871101"
21,"4,75","9,458233","2,092697","0,43838","1,740188","1,269988","4,772854","0,488771","0,990146","1,914779","0,740028","3,053384","1,22562","0,98502","1,038866","0,355671","1,719976","0,389448","1,081329","2,458931","0,858293","7,117606","1,953979","1,0307","1,262829","0,821728"
21,"4,875","9,333344","1,916899","0,511658","1,92342","1,268439","5,057802","0,512191","1,107616","1,7964","0,675702","3,227698","1,250931","0,968627","1,062216","0,345333","1,675375","0,468515","1,134591","2,169436","0,837415","6,372944","1,885446","1,062809","1,221233","0,762222"
21,5,"9,282666","1,642559","0,704973","2,050592","1,334168","5,213726","0,545381","1,212288","1,59315","0,651722","3,391709","1,34746","1,021752","1,031671","0,33459","1,647705","0,568603","1,291799","1,8215","0,892187","5,880945","1,694582","1,108161","1,170213","0,706987"
21,"5,125","8,575805","1,341309","0,994703","2,119766","1,430291","5,093772","0,580123","1,285369","1,358092","0,673173","3,467065","1,452802","1,130951","0,967727","0,325559","1,562077","0,665359","1,494565","1,562939","0,987667","5,312361","1,408977","1,209967","1,139917","0,669614"
21,"5,25","8,022616","1,226768","1,349459","2,163182","1,515399","4,744577","0,620135","1,31278","1,151957","0,734361","3,482833","1,497903","1,274326","0,898407","0,322933","1,409513","0,744828","1,686255","1,478692","1,079828","5,899482","1,147453","1,395567","1,16633","0,659027"
21,"5,375","9,79426","1,511171","1,701377","2,20944","1,556104","4,14548","0,672427","1,296955","1,018639","0,820039","3,417759","1,447729","1,441192","0,846863","0,331112","1,26977","0,808031","1,835097","1,554489","1,12924","9,46913","1,049562","1,635121","1,265267","0,677061"
21,"5,5","15,721861","2,229075","1,970177","2,255363","1,537671","3,482455","0,731482","1,255374","0,974392","0,922263","3,402978","1,315654","1,616556","0,817927","0,353666","1,162732","0,8473","1,917903","1,694149","1,116224","17,024042","1,184003","1,851073","1,424523","0,719193"
21,"5,625","25,393631","3,188791","2,105133","2,26479","1,469246","2,863806","0,78691","1,228457","1,012219","1,050241","3,430604","1,160347","1,796726","0,802112","0,395156","1,15641","0,859203","1,934733","1,791212","1,052325","27,562002","1,493202","1,969607","1,604817","0,776051"
21,"5,75","36,045403","4,07096","2,124841","2,203353","1,376003","2,467765","0,834212","1,25172","1,107316","1,223506","3,516204","1,047789","1,974058","0,784531","0,461942","1,265407","0,849057","1,903717","1,796831","0,968008","37,908798","1,838863","1,951922","1,754682","0,839299"
21,"5,875","44,302017","4,602028","2,1151","2,071981","1,286034","2,324871","0,872796","1,340842","1,238054","1,45053","3,659711","1,018387","2,114821","0,757022","0,555429","1,624326","0,82723","1,843638","1,739299","0,896144","44,894112","2,090163","1,826288","1,841286","0,904171"
21,6,"47,621777","4,626751","2,144573","1,911192","1,217834","2,372361","0,902782","1,471828","1,406204","1,713311","3,836832","1,075692","2,171052","0,73197","0,665506","2,413121","0,807549","1,744481","1,690771","0,857538","46,935719","2,153473","1,653955","1,867335","0,96729"
21,"6,125","44,935848","4,166362","2,227131","1,776305","1,177462","2,510508","0,92191","1,589366","1,631849","1,968759","4,028548","1,186525","2,104902","0,726411","0,768034","3,528473","0,801149","1,594512","1,708379","0,852627","43,634216","2,004547","1,504996","1,872569","1,020497"
21,"6,25","38,083755","3,403519","2,30968","1,707026","1,159695","2,66746","0,919232","1,626662","1,917715","2,163059","4,327797","1,303259","1,895422","0,750734","0,833921","4,900485","0,806617","1,386952","1,795994","0,865659","37,365799","1,690582","1,397451","1,902684","1,049622"
21,"6,375","29,71554","2,585273","2,313579","1,700351","1,14975","2,808783","0,879369","1,552268","2,22642","2,257985","4,68154","1,382801","1,565056","0,795628","0,840059","6,016573","0,802521","1,140455","1,899109","0,873814","30,066137","1,315101","1,308738","1,974406","1,038508"
21,"6,5","22,467785","1,920105","2,180928","1,723131","1,145724","2,928846","0,801991","1,38887","2,490281","2,252951","5,046036","1,406379","1,18416","0,840125","0,784436","6,588443","0,775226","0,897863","1,943684","0,866269","23,8951","0,994144","1,199367","2,073763","0,985933"
21,"6,625","17,641914","1,493735","1,913681","1,756034","1,1866","3,012485","0,708323","1,191761","2,639566","2,192241","5,180856","1,376134","0,830439","0,860041","0,689627","6,312292","0,72805","0,704","1,882811","0,850211","19,043465","0,805298","1,035672","2,161429","0,916523"
21,"6,75","15,063341","1,255447","1,579541","1,824256","1,333878","3,235622","0,629049","1,037833","2,640047","2,151976","5,015984","1,30669","0,55994","0,843648","0,592569","5,356844","0,673094","0,587076","1,722961","0,842445","15,12617","0,746866","0,829846","2,188615","0,873363"
21,"6,875","13,250753","1,113336","1,269571","1,998332","1,644246","3,708419","0,604522","1,011986","2,513627","2,219197","4,468841","1,223902","0,383686","0,800019","0,528297","4,07366","0,629246","0,557133","1,524953","0,862254","11,224544","0,776579","0,636351","2,127853","0,898229"
21,7,"11,307608","0,999701","1,060738","2,325873","2,121724","4,335036","0,670281","1,154986","2,32865","2,441829","3,757862","1,164699","0,288685","0,756811","0,513107","2,841651","0,613991","0,603426","1,365557","0,924292","7,246595","0,843849","0,509566","1,978395","1,004217"
,,,,,,,,,,,,,,,,,,,,,,,,,,
22,"0,125","3,818786","3,557858","4,397963","0,785845","0,522973","2,0661","1,312854","2,882602","0,820012","0,467741","4,839172","7,763568","6,862103","1,839904","0,557839","5,430955","2,748895","4,840614","2,687924","0,70941","2,290902","3,874225","5,462835","1,186162","0,523113"
22,"0,25","3,937671","4,353549","3,862778","0,923956","0,547603","1,826324","1,628162","3,682395","0,923294","0,451177","4,636861","6,521995","8,604299","1,651825","0,585023","5,350097","1,812698","5,352907","2,524137","0,707406","2,694733","4,459641","4,917768","1,133656","0,455496"
22,"0,375","3,853077","4,969682","3,609804","1,080177","0,582431","1,649287","2,186935","4,88101","1,050516","0,431847","4,029624","5,928723","10,190185","1,438148","0,631683","4,973972","1,318867","6,307946","2,291731","0,722659","3,179367","4,990611","4,536334","1,0897","0,423759"
22,"0,5","3,697923","5,412029","3,629669","1,21316","0,616303","1,615263","2,877101","6,069943","1,199858","0,41504","3,220287","5,644675","11,08626","1,263817","0,689827","4,514383","1,208027","7,431846","2,05338","0,733252","3,654542","5,484863","4,337277","1,083383","0,432748"
22,"0,625","3,75977","5,805689","3,749851","1,299764","0,638531","1,798614","3,505216","6,796224","1,352637","0,403359","2,568733","5,376414","11,137839","1,194379","0,745041","4,024122","1,416841","8,443119","1,868332","0,73164","4,118043","6,081688","4,237936","1,138883","0,471614"
22,"0,75","4,251863","6,228626","3,776585","1,341912","0,641783","2,184557","3,874768","6,796288","1,475722","0,397327","2,299895","5,110817","10,592738","1,260201","0,779422","3,604999","1,891116","9,120336","1,76385","0,728455","4,586126","6,863321","4,145231","1,264106","0,521005"
22,"0,875","5,160104","6,656247","3,588379","1,35845","0,624601","2,63482","3,852678","6,059995","1,520853","0,397461","2,494891","5,077719","9,888101","1,432041","0,77871","3,257384","2,538463","9,288552","1,707202","0,743609","5,080957","7,794766","3,974947","1,435644","0,564382"
22,1,"6,168181","6,995952","3,204382","1,386111","0,592635","2,972711","3,434594","4,824919","1,46478","0,405287","2,979501","5,455724","9,357171","1,645445","0,741755","3,007444","3,213151","8,863214","1,666481","0,791911","5,532111","8,731824","3,713283","1,617198","0,595235"
22,"1,125","6,840007","7,129111","2,767221","1,455943","0,556084","3,098235","2,771271","3,487977","1,326365","0,421692","3,433509","6,287624","9,053596","1,830959","0,683465","2,843585","3,834478","7,92083","1,632733","0,872391","5,729671","9,435507","3,436724","1,770875","0,613284"
22,"1,25","6,745039","6,94946","2,425131","1,56815","0,526601","3,048419","2,082148","2,413506","1,146428","0,446928","3,589598","7,491892","8,814108","1,92311","0,630094","2,705252","4,343339","6,650485","1,570178","0,967141","5,481169","9,628653","3,240357","1,863328","0,619303"
22,"1,375","5,84017","6,536229","2,258457","1,686277","0,510292","2,873982","1,568199","1,797606","0,967681","0,477592","3,37971","8,895831","8,446153","1,894374","0,604698","2,542972","4,72914","5,337023","1,473974","1,047228","4,655681","9,262589","3,176093","1,875212","0,611077"
22,"1,5","4,40668","6,131323","2,247502","1,76942","0,507434","2,689322","1,357969","1,643889","0,834979","0,508531","2,842868","10,283495","7,888329","1,7554","0,613894","2,300374","4,983551","4,368304","1,377534","1,090221","3,524693","8,598914","3,247137","1,826993","0,589939"
22,"1,625","2,858114","6,077839","2,327479","1,786711","0,514755","2,459998","1,449781","1,822163","0,767351","0,536292","2,191116","11,445394","7,235574","1,58555","0,654208","1,933245","5,137401","4,118537","1,309746","1,093331","2,296864","8,168069","3,47543","1,749268","0,561372"
22,"1,75","1,858281","6,657301","2,375998","1,726291","0,532247","2,299906","1,773054","2,115548","0,750827","0,561141","1,704448","12,217436","6,624589","1,487104","0,717175","1,578163","5,212973","4,691119","1,28008","1,078546","1,483648","8,472513","3,790953","1,661047","0,53767"
22,"1,875","1,432025","7,997679","2,3518","1,593277","0,562602","2,026561","2,220547","2,349689","0,760748","0,586297","1,44179","12,503398","6,087659","1,539427","0,793261","1,381513","5,18765","5,836916","1,280715","1,076675","1,055485","9,732365","4,094595","1,558633","0,533476"
22,2,"1,443121","10,277632","2,27214","1,415612","0,603074","1,774027","2,721545","2,433894","0,787318","0,617336","1,555382","12,277661","5,604816","1,764844","0,87031","1,523397","5,10488","7,114","1,30252","1,100735","1,018665","12,09673","4,286523","1,435169","0,555527"
22,"2,125","1,768352","13,65442","2,208205","1,260701","0,646375","1,398322","3,224674","2,334487","0,838297","0,655454","1,831285","11,569266","5,194552","2,106257","0,935883","2,007002","5,168459","8,106455","1,349042","1,140943","1,185351","15,70857","4,322455","1,327406","0,599994"
22,"2,25","1,884418","17,972292","2,17836","1,199399","0,68444","1,086723","3,677451","2,083313","0,923214","0,696484","2,296407","10,451981","4,876153","2,454495","0,985091","2,59109","5,629533","8,524234","1,438587","1,172207","1,556176","20,445158","4,175508","1,304596","0,655784"
22,"2,375","2,041564","22,587076","2,17063","1,261473","0,713111","0,86208","4,001883","1,758756","1,037347","0,731328","2,792717","9,020216","4,718589","2,697766","1,023224","3,125629","6,611257","8,293421","1,576856","1,167247","2,105508","25,783108","3,860951","1,415851","0,711765"
22,"2,5","2,076536","26,446211","2,131486","1,412801","0,729339","0,744101","4,111831","1,439245","1,152964","0,748901","3,427638","7,387469","4,821207","2,760386","1,05749","3,404778","7,931121","7,585307","1,735176","1,110311","2,946978","30,74972","3,442932","1,64491","0,760102"
22,"2,625","2,178214","28,50992","2,02224","1,571299","0,730656","0,676296","3,959418","1,168799","1,230788","0,739589","4,092599","5,778097","5,13171","2,614888","1,086252","3,44007","9,144486","6,677979","1,855746","1,004055","4,061458","34,166206","3,019745","1,909189","0,796972"
22,"2,75","2,670612","28,273176","1,866024","1,65524","0,716534","0,636896","3,558979","0,95231","1,239817","0,699175","4,73766","4,399016","5,494005","2,305937","1,09574","3,341019","9,828763","5,812226","1,879481","0,86883","5,477074","35,182148","2,71953","2,105135","0,818703"
22,"2,875","3,414099","25,962095","1,71208","1,632361","0,68948","0,608944","2,998903","0,767373","1,166743","0,630244","5,192225","3,387801","5,782754","1,921533","1,069134","3,176947","9,761359","5,104795","1,788379","0,737017","6,945395","33,637474","2,617254","2,166916","0,820964"
22,3,"4,716012","22,386822","1,598963","1,531497","0,653673","0,572727","2,401004","0,599487","1,028857","0,542155","5,222553","2,778692","6,003944","1,58301","1,000246","3,117918","8,993452","4,534024","1,621967","0,639298","8,106231","30,058283","2,686718","2,091616","0,800368"
22,"3,125","5,99834","18,587126","1,554433","1,420126","0,614595","0,57342","1,872208","0,470408","0,872353","0,448409","4,87546","2,557787","6,225645","1,37274","0,900055","3,080648","7,823068","4,040681","1,454346","0,592717","8,87773","25,473564","2,841789","1,93922","0,760195"
22,"3,25","7,082954","15,424314","1,608959","1,374366","0,577802","0,563212","1,491097","0,432085","0,747288","0,361632","4,059101","2,703731","6,465274","1,300206","0,792377","3,105796","6,635405","3,612919","1,367822","0,594487","8,78918","21,079233","3,01363","1,807452","0,708856"
22,"3,375","7,776396","13,233628","1,830095","1,439395","0,548072","0,683778","1,284296","0,512271","0,68766","0,290847","3,21715","3,112571","6,66014","1,339304","0,703586","3,017305","5,708686","3,28534","1,394859","0,629415","8,480541","17,709328","3,244204","1,765753","0,654771"
22,"3,5","7,418898","11,744534","2,258813","1,6041","0,529656","0,759396","1,190723","0,692818","0,696025","0,242497","2,535212","3,64044","6,690889","1,445093","0,651827","2,783684","5,031742","3,051357","1,511148","0,68377","7,375201","15,42477","3,634039","1,816149","0,611093"
22,"3,625","7,016171","10,41866","2,939203","1,810312","0,525895","1,021105","1,109428","0,916726","0,747186","0,219439","2,41283","4,06696","6,432262","1,560295","0,638811","2,45606","4,415681","2,899028","1,652242","0,748919","6,547406","13,715907","4,323533","1,902823","0,595758"
22,"3,75","5,656353","8,885303","3,813229","1,989932","0,533412","1,136641","0,990555","1,148512","0,801881","0,219879","2,760169","4,239367","5,867273","1,634095","0,649855","2,064341","3,718869","2,863099","1,753263","0,818392","5,312819","11,997945","5,315421","1,958861","0,619438"
22,"3,875","6,574426","7,210044","4,715905","2,116905","0,542959","1,389992","0,877655","1,382386","0,825824","0,23774","3,408112","4,098155","5,09445","1,638616","0,664997","1,923829","2,948708","3,102016","1,780213","0,883699","5,962121","10,10183","6,401703","1,976731","0,678943"
22,4,"9,851658","5,810713","5,336132","2,204457","0,548424","1,52011","0,855236","1,613554","0,801844","0,265322","4,017305","3,731644","4,338183","1,572363","0,671956","2,121349","2,262212","3,840713","1,749234","0,936321","9,221835","8,268023","7,198689","2,002865","0,760301"
22,"4,125","20,816801","5,096166","5,508162","2,26229","0,549146","1,768261","0,953397","1,820826","0,736133","0,29731","4,599511","3,25595","3,75806","1,456185","0,669366","3,03409","1,849238","5,158945","1,688306","0,967562","17,486719","6,854093","7,435216","2,075615","0,841742"
22,"4,25","36,012459","5,174381","5,161558","2,284959","0,550083","2,044463","1,13498","1,96472","0,653585","0,331525","5,138618","2,830222","3,375037","1,321452","0,66259","4,436643","1,801914","6,823279","1,609738","0,974683","29,972311","6,099534","7,018363","2,1952","0,899698"
22,"4,375","54,522705","5,833007","4,450399","2,250008","0,557804","2,412916","1,306186","2,004348","0,583878","0,367254","5,917218","2,553445","3,084928","1,201683","0,660254","6,274551","2,058248","8,339046","1,514358","0,972684","43,715424","5,963414","6,080394","2,310441","0,915093"
22,"4,5","69,355515","6,62521","3,650067","2,127254","0,576133","2,731532","1,373299","1,913024","0,547007","0,405185","6,847919","2,413517","2,756655","1,119258","0,673819","7,906142","2,443269","9,176846","1,393897","0,991016","55,3018","6,179875","4,967092","2,342211","0,882984"
22,"4,625","76,356598","7,079265","3,046","1,900834","0,6057","2,969762","1,292527","1,696759","0,545598","0,447855","7,745233","2,308374","2,343094","1,082305","0,716374","8,922292","2,784479","9,042355","1,250376","1,057858","60,106865","6,389524","4,064564","2,233656","0,819013"
22,"4,75","72,421738","6,930949","2,718199","1,582138","0,644699","2,995833","1,086854","1,393695","0,567029","0,496382","8,235636","2,110821","1,889257","1,089843","0,794458","8,974084","2,919729","7,950875","1,11331","1,17844","56,783707","6,337736","3,533551","1,981673","0,754264"
22,"4,875","59,179558","6,241499","2,559106","1,226096","0,69161","2,810335","0,834997","1,072916","0,600017","0,547199","8,100891","1,790859","1,46125","1,141581","0,902056","8,130987","2,761116","6,250471","1,020048","1,327693","46,106346","5,981674","3,291285","1,662683","0,723023"
22,5,"41,736317","5,303766","2,38937","0,921425","0,742753","2,456431","0,636105","0,810487","0,642141","0,592126","7,262097","1,425785","1,126056","1,238962","1,016552","6,710429","2,346085","4,482614","0,997086","1,459152","32,308434","5,465658","3,140394","1,393948","0,743257"
22,"5,125","25,292736","4,458452","2,123026","0,760431","0,79202","1,998108","0,579129","0,661284","0,695239","0,621978","5,956182","1,123733","0,923709","1,380199","1,1064","5,157839","1,81646","3,127009","1,044539","1,528609","19,427343","4,993431","2,955577","1,278409","0,808217"
22,"5,25","14,351358","3,938976","1,809708","0,785178","0,828002","1,560075","0,709216","0,650396","0,759747","0,630576","4,542948","0,929181","0,849007","1,554432","1,150132","3,848049","1,363064","2,388823","1,13679","1,516053","10,67585","4,69446","2,712612","1,337908","0,887495"
22,"5,375","9,470454","3,790834","1,552859","0,976035","0,8366","1,178782","1,031523","0,750407","0,833517","0,621875","3,370321","0,819574","0,88716","1,739644","1,157628","2,904547","1,1146","2,169804","1,232064","1,433677","6,735391","4,584917","2,449175","1,524539","0,943412"
22,"5,5","10,760072","4,075978","1,521912","1,251216","0,80567","0,975701","1,507559","0,916397","0,910288","0,606934","2,596409","0,757327","1,008748","1,897666","1,160655","2,308197","1,105249","2,170151","1,277601","1,312139","7,458669","4,775113","2,298669","1,732997","0,946651"
22,"5,625","16,699936","4,96648","1,812304","1,521627","0,731833","0,874754","2,077115","1,138768","0,984663","0,595954","2,170436","0,723755","1,182519","2,002701","1,193234","1,907812","1,288755","2,12896","1,26085","1,181167","12,258194","5,479911","2,381455","1,877058","0,887588"
22,"5,75","28,213943","6,620618","2,394589","1,723848","0,626655","0,90972","2,646489","1,403945","1,048209","0,590988","1,909146","0,742074","1,425386","2,043367","1,277176","1,657467","1,610101","1,979589","1,220262","1,054991","21,39327","6,863732","2,731448","1,921382","0,780008"
22,"5,875","41,141659","8,84037","3,072569","1,822618","0,518493","1,024176","3,097083","1,675253","1,09","0,586191","1,726968","0,85274","1,771929","2,021421","1,414274","1,520301","2,01463","1,765324","1,221122","0,93705","32,526073","8,728421","3,191431","1,861042","0,657725"
22,6,"53,561222","11,04882","3,57704","1,810746","0,438161","1,22429","3,31405","1,886629","1,102957","0,571845","1,554514","1,094308","2,218269","1,948432","1,577467","1,493698","2,392544","1,541191","1,321509","0,831328","43,028576","10,516642","3,526467","1,715306","0,556045"
22,"6,125","60,157848","12,533813","3,744211","1,719227","0,404774","1,466841","3,256246","1,971179","1,081633","0,541318","1,503562","1,479868","2,722334","1,862202","1,722348","1,529322","2,637117","1,332283","1,527428","0,751593","49,320282","11,5543","3,578424","1,532452","0,496319"
