sujeto ,tiempo,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
3,7,"2,502697","2,767673","1,079718","1,223122","0,534322","4,623366","2,719065","1,327269","1,598543","0,881949","2,688132","3,212253","3,780101","1,607897","0,569917","13,034195","6,350058","10,942659","9,74345","8,435897","4,999329","3,994409","1,119424","1,211278","0,420393"
,,,,,,,,,,,,,,,,,,,,,,,,,,
4,"0,125","4,84224","2,709619","1,817196","1,608383","0,542655","1,724423","2,743344","0,708732","0,307672","0,199002","2,185747","11,466492","2,370591","1,538292","0,441791","3,146586","3,262912","0,510124","1,116202","0,526214","5,203311","3,835729","2,209138","0,462167","0,25625"
4,"0,25","4,567832","2,82296","1,823232","1,454014","0,502622","1,817171","2,690387","0,715458","0,329213","0,218969","2,42869","10,140064","1,548456","1,384808","0,490489","2,927014","3,044198","0,607654","0,948724","0,533078","4,90087","3,516215","2,11032","0,397413","0,239662"
4,"0,375","4,024254","2,914949","1,805588","1,306636","0,468417","2,09762","2,665818","0,714478","0,366386","0,238481","3,049738","9,648314","1,01533","1,22233","0,553977","2,530264","2,731951","0,809417","0,759436","0,560871","4,343457","3,247624","2,063609","0,338925","0,226956"
4,"0,5","3,428794","2,976081","1,739501","1,19693","0,452159","2,509807","2,677813","0,712825","0,419168","0,253298","4,079776","9,937613","0,913014","1,064263","0,622201","2,129821","2,411086","1,011047","0,602723","0,605438","3,845329","3,188401","2,068804","0,299353","0,2278"
4,"0,625","2,984134","2,957419","1,609235","1,148135","0,463814","2,947364","2,66829","0,704152","0,479337","0,264449","5,348255","10,632872","1,151616","0,936718","0,687567","1,858455","2,145864","1,141519","0,520211","0,652171","3,623877","3,354044","2,076913","0,28383","0,249198"
4,"0,75","2,854495","2,839365","1,413072","1,167748","0,506464","3,265868","2,542537","0,67806","0,530776","0,276309","6,517072","11,299982","1,536504","0,873024","0,741818","1,785385","1,95072","1,166232","0,51868","0,680053","3,819425","3,640443","1,9986","0,289551","0,291041"
4,"0,875","3,11912","2,703954","1,173628","1,236646","0,575278","3,378119","2,27063","0,620838","0,559484","0,292619","7,231295","11,687433","1,846338","0,899225","0,776035","1,876502","1,791618","1,078997","0,578288","0,675914","4,244892","3,963809","1,768677","0,30835","0,345093"
4,1,"3,800233","2,673747","0,940951","1,321902","0,658844","3,267555","1,880442","0,529132","0,556868","0,31238","7,310684","11,749139","1,967846","1,015751","0,782136","2,026599","1,617436","0,92326","0,679558","0,644736","4,88994","4,29026","1,422533","0,329577","0,397965"
4,"1,125","4,597559","2,834408","0,794454","1,396909","0,744149","2,945237","1,45099","0,432156","0,525299","0,328274","6,781562","11,513243","1,90472","1,19852","0,755758","2,074774","1,402837","0,7716","0,809125","0,607379","5,499409","4,612865","1,09679","0,34683","0,435956"
4,"1,25","5,256177","3,158133","0,783057","1,448393","0,819641","2,57579","1,067635","0,381081","0,48076","0,330709","5,857726","10,951454","1,715286","1,400189","0,703127","1,966244","1,172043","0,681442","0,943915","0,586988","5,880771","4,895259","0,914969","0,356803","0,451801"
4,"1,375","5,606401","3,512409","0,902688","1,470897","0,877991","2,236118","0,792416","0,425664","0,448337","0,314114","4,821613","9,966972","1,481511","1,563228","0,641119","1,727108","0,975033","0,667662","1,051798","0,595875","6,053336","5,059164","0,926105","0,361084","0,446626"
4,"1,5","5,443526","3,697505","1,086953","1,469881","0,919018","1,983769","0,652397","0,572619","0,452161","0,281145","3,897597","8,479153","1,277311","1,635927","0,592377","1,455113","0,866807","0,704103","1,099818","0,631966","5,810417","4,976861","1,070169","0,365251","0,427798"
4,"1,625","4,807621","3,575465","1,241822","1,46672","0,948244","1,809106","0,633393","0,78027","0,502973","0,244149","3,197691","6,562609","1,140038","1,601111","0,574879","1,279145","0,878946","0,739641","1,066165","0,681036","5,247697","4,562768","1,216646","0,37627","0,405194"
4,"1,75","3,949048","3,126985","1,294616","1,493588","0,971073","1,717783","0,693416","0,978608","0,590195","0,219736","2,729129","4,495767","1,056786","1,483489","0,594287","1,306614","1,004919","0,723065","0,948419","0,720729","4,449543","3,847493","1,239446","0,400062","0,386844"
4,"1,875","3,227002","2,480065","1,23932","1,575568","0,984434","1,688885","0,78823","1,112345","0,68353","0,220759","2,392078","2,698066","1,006547","1,333775","0,643484","1,514722","1,194703","0,634194","0,77276","0,729919","3,632123","2,995569","1,105605","0,437904","0,376796"
4,2,"2,918521","1,831086","1,1142","1,714365","0,980298","1,72427","0,894444","1,162545","0,746029","0,249377","2,163649","1,494465","0,971404","1,200234","0,702352","1,829854","1,373142","0,496709","0,599039","0,703058","3,030575","2,237462","0,886166","0,482003","0,375454"
4,"2,125","2,99281","1,347131","0,982263","1,886203","0,948807","1,806676","0,996582","1,150402","0,758016","0,294642","2,095498","0,943973","0,937062","1,104557","0,747444","2,236462","1,464376","0,366356","0,493737","0,649137","2,632645","1,741992","0,688282","0,52718","0,380104"
4,"2,25","3,203565","1,10848","0,918774","2,045514","0,886718","1,950214","1,077413","1,121307","0,724738","0,338162","2,339953","0,897427","0,927592","1,045287","0,762647","2,820176","1,45057","0,304667","0,495008","0,583894","2,507046","1,561386","0,595336","0,572135","0,386744"
4,"2,375","3,351276","1,116766","0,98599","2,138973","0,80422","2,185926","1,120131","1,108215","0,666683","0,363418","2,916049","1,141856","0,970487","1,007304","0,741509","3,622511","1,364282","0,35305","0,594198","0,523313","2,604061","1,659379","0,65278","0,615228","0,391279"
4,"2,5","3,251892","1,29291","1,198331","2,128085","0,720437","2,489751","1,124193","1,115429","0,606677","0,362152","3,770629","1,534377","1,08988","0,976066","0,685897","4,579486","1,268168","0,517429","0,742433","0,47627","2,83929","1,923608","0,852566","0,648701","0,390626"
4,"2,625","3,060831","1,543594","1,495865","2,005378","0,652147","2,793725","1,107234","1,125438","0,559336","0,33776","4,710699","2,007604","1,291596","0,943714","0,605435","5,469617","1,21085","0,782893","0,884065","0,447697","3,153922","2,253586","1,132659","0,662706","0,384141"
4,"2,75","2,811224","1,790731","1,767891","1,803697","0,609461","3,001454","1,095887","1,123155","0,53446","0,305113","5,468262","2,476493","1,564552","0,904976","0,515202","6,020822","1,203797","1,107601","0,985406","0,44326","3,522317","2,568336","1,403036","0,652565","0,375733"
4,"2,875","2,744769","1,950252","1,91361","1,590482","0,591818","2,998578","1,09217","1,110867","0,531113","0,282777","5,784124","2,835423","1,882902","0,855517","0,432289","5,958353","1,220164","1,440525","1,037713","0,465448","3,677819","2,76307","1,604342","0,627248","0,370938"
4,3,"2,819165","1,959577","1,876593","1,442556","0,588968","2,745413","1,073233","1,093827","0,538146","0,283812","5,554172","3,002552","2,186407","0,794727","0,373252","5,297615","1,231048","1,720708","1,05053","0,507146","3,723655","2,749237","1,69797","0,611689","0,372318"
4,"3,125","2,828447","1,802768","1,661831","1,406895","0,588286","2,283741","1,011546","1,072769","0,542641","0,308879","4,87223","2,924201","2,382892","0,737257","0,347414","4,25279","1,222553","1,886623","1,046949","0,556361","3,482474","2,499198","1,667475","0,637554","0,377758"
4,"3,25","2,780584","1,532296","1,351434","1,474948","0,579656","1,759017","0,888357","1,044434","0,534837","0,345853","3,956842","2,611378","2,394794","0,709608","0,354173","3,222407","1,204822","1,909107","1,054527","0,600725","3,14324","2,067712","1,524933","0,723313","0,381097"
4,"3,375","2,638252","1,246327","1,069729","1,589879","0,561994","1,306177","0,712132","1,010393","0,516046","0,378119","3,052503","2,153988","2,216362","0,735838","0,383272","2,550664","1,205562","1,811755","1,090111","0,630947","2,780416","1,568981","1,31279","0,862709","0,377603"
4,"3,5","2,477689","1,031556","0,897074","1,67787","0,545891","1,035787","0,520765","0,976582","0,500568","0,394586","2,325941","1,677114","1,893347","0,819784","0,419521","2,35604","1,238423","1,653816","1,150365","0,643332","2,52667","1,117426","1,079272","1,021888","0,367627"
4,"3,625","2,437123","0,952155","0,870746","1,687677","0,548535","0,959054","0,35422","0,943076","0,503348","0,392976","1,858713","1,282619","1,513323","0,929441","0,453544","2,504246","1,288002","1,497658","1,212388","0,639782","2,551161","0,789901","0,8697","1,146693","0,355973"
4,"3,75","2,664765","1,024749","0,96603","1,612688","0,5842","1,01053","0,234788","0,904668","0,528347","0,378037","1,692807","1,018236","1,178467","1,016162","0,487143","2,758891","1,315871","1,375019","1,251804","0,62912","3,066337","0,604301","0,719625","1,190433","0,348743"
4,"3,875","3,429166","1,230902","1,1273","1,483995","0,657842","1,094881","0,172544","0,855891","0,565309","0,356739","1,814012","0,902034","0,957931","1,040566","0,528721","2,93196","1,299596","1,275416","1,267467","0,622082","4,328248","0,558339","0,643994","1,147054","0,350798"
4,4,"5,075499","1,582595","1,294572","1,345808","0,758085","1,17083","0,162767","0,784833","0,593772","0,33359","2,172188","0,922801","0,876816","0,98913","0,582445","2,962407","1,240352","1,154706","1,276438","0,626103","6,597688","0,656488","0,64117","1,053122","0,361528"
4,"4,125","7,537987","2,075275","1,449348","1,228855","0,858576","1,206611","0,191655","0,679633","0,588809","0,31052","2,693296","1,023538","0,924604","0,880283","0,641402","2,826205","1,158188","0,989525","1,30035","0,646238","9,682565","0,924794","0,714115","0,965594","0,375602"
4,"4,25","10,331849","2,679575","1,5793","1,141401","0,930399","1,208102","0,257677","0,552832","0,534208","0,288565","3,245974","1,161731","1,04934","0,749304","0,689084","2,575167","1,09223","0,80567","1,348861","0,685223","12,99907","1,383954","0,85779","0,928864","0,386743"
4,"4,375","12,628609","3,32324","1,665203","1,070798","0,957047","1,154277","0,366103","0,44879","0,437443","0,270164","3,627971","1,321932","1,18518","0,631398","0,71095","2,249231","1,071757","0,656104","1,412226","0,739278","15,658609","2,013761","1,048931","0,953564","0,391105"
4,"4,5","13,675854","3,860507","1,687222","0,998724","0,941261","1,063874","0,511746","0,415996","0,326924","0,260059","3,685455","1,501322","1,282133","0,549759","0,70757","1,925867","1,091494","0,592422","1,462978","0,797602","16,995268","2,698758","1,239217","1,011731","0,388549"
4,"4,625","13,235066","4,144364","1,637832","0,923924","0,901598","0,955419","0,670878","0,477591","0,233369","0,262056","3,419795","1,68274","1,302497","0,511679","0,696561","1,718685","1,116008","0,629867","1,466378","0,84526","16,895826","3,272403","1,368389","1,055992","0,381217"
4,"4,75","11,617287","4,082466","1,537096","0,869543","0,860431","0,848094","0,801222","0,612572","0,17436","0,274682","2,961371","1,860847","1,243985","0,50572","0,700155","1,711377","1,121204","0,740349","1,402217","0,866958","15,583267","3,586644","1,40144","1,050973","0,37055"
4,"4,875","9,559685","3,687153","1,404754","0,859966","0,83114","0,785094","0,860605","0,767926","0,151611","0,290719","2,487551","2,009784","1,142839","0,512353","0,729583","1,882325","1,09551","0,868488","1,279023","0,853264","13,692644","3,57751","1,333201","0,990378","0,356185"
4,5,"7,790713","3,070042","1,251209","0,902936","0,813523","0,794765","0,825653","0,880947","0,155625","0,301075","2,113553","2,076643","1,046206","0,514507","0,777646","2,128268","1,040912","0,967639","1,12723","0,806062","11,76644","3,280273","1,190221","0,889412","0,336693"
4,"5,125","6,778646","2,409636","1,089585","0,993116","0,798238","0,875117","0,715082","0,906924","0,173293","0,301109","1,912466","2,019319","0,997884","0,509768","0,822729","2,314337","0,982264","1,023731","0,985549","0,737407","10,130145","2,814096","1,03138","0,778022","0,314112"
4,"5,25","6,293824","1,899131","0,938194","1,114412","0,776179","0,99671","0,582053","0,840297","0,196386","0,294924","1,832815","1,837479","1,006512","0,51048","0,840524","2,334377","0,944839","1,044489","0,872625","0,665631","8,710218","2,341458","0,905437","0,684457","0,295621"
4,"5,375","5,919565","1,653339","0,811496","1,240656","0,742705","1,105702","0,491054","0,713973","0,224659","0,293124","1,783065","1,573419","1,043552","0,537225","0,817923","2,163154","0,943433","1,059577","0,788233","0,611504","7,381238","1,991203","0,828179","0,624852","0,290069"
4,"5,5","5,480683","1,672488","0,72383","1,357626","0,700258","1,149892","0,482979","0,57196","0,257057","0,305073","1,693994","1,306115","1,068093","0,607","0,760833","1,850575","0,98059","1,105939","0,723885","0,594227","6,272449","1,832228","0,799531","0,598812","0,30573"
4,"5,625","5,057937","1,904293","0,690741","1,45813","0,657548","1,101384","0,552337","0,451863","0,290596","0,33275","1,566501","1,124232","1,052383","0,721126","0,688307","1,496151","1,059492","1,204304","0,674913","0,621895","5,632479","1,911255","0,807061","0,596294","0,346513"
4,"5,75","5,457462","2,281435","0,728368","1,536308","0,622555","1,000487","0,657027","0,374209","0,323435","0,368312","1,423924","1,071571","0,994252","0,867246","0,620479","1,239035","1,176779","1,344486","0,639819","0,685099","6,321808","2,230578","0,849136","0,608206","0,407455"
4,"5,875","6,770435","2,747502","0,824978","1,598411","0,600667","0,874844","0,737272","0,33469","0,353557","0,397572","1,307937","1,133653","0,922347","1,031802","0,569997","1,102987","1,309437","1,481645","0,616587","0,760571","8,407248","2,735481","0,925509","0,62716","0,474224"
4,6,"8,716526","3,264438","0,952452","1,668288","0,592718","0,776958","0,749002","0,317094","0,379254","0,408084","1,28645","1,244121","0,873776","1,213049","0,537795","1,081175","1,427275","1,567982","0,60606","0,820053","11,260151","3,311087","1,038217","0,653199","0,527213"
4,"6,125","10,615323","3,781002","1,092465","1,781719","0,597231","0,758844","0,691411","0,310087","0,399158","0,395673","1,40907","1,332549","0,878834","1,417763","0,518409","1,128636","1,489993","1,555702","0,6165","0,842645","14,128036","3,82348","1,17208","0,697543","0,553833"
4,"6,25","11,598023","4,200719","1,226729","1,950057","0,618613","0,82494","0,604348","0,309773","0,41036","0,366997","1,670856","1,37908","0,959605","1,640056","0,50955","1,197998","1,466761","1,436578","0,668088","0,828351","15,727638","4,123747","1,290166","0,765438","0,557567"
4,"6,375","11,232804","4,442905","1,347576","2,1448","0,665813","1,016541","0,545485","0,313968","0,409199","0,335509","2,034674","1,443263","1,119883","1,848464","0,512462","1,277848","1,374695","1,245698","0,775522","0,801249","15,678727","4,141991","1,356703","0,85179","0,554839"
4,"6,5","9,635663","4,440362","1,47261","2,305464","0,743017","1,399059","0,564464","0,329566","0,392991","0,313181","2,417862","1,618797","1,356357","1,990468","0,526655","1,389138","1,258331","1,04201","0,925086","0,794405","14,032702","3,88926","1,37376","0,942045","0,563903"
4,"6,625","7,495109","4,182546","1,614276","2,365156","0,843125","2,052793","0,679612","0,36797","0,363783","0,3042","2,713453","1,953773","1,657787","2,011825","0,549297","1,560948","1,1788","0,877456","1,075901","0,829361","11,887823","3,451681","1,366729","1,018534","0,596058"
4,"6,75","5,482173","3,718796","1,752993","2,289021","0,946798","2,882511","0,861556","0,43508","0,328783","0,303837","2,808316","2,372205","1,994287","1,889176","0,57462","1,783552","1,179384","0,784326","1,1801","0,901344","9,915473","2,937556","1,366302","1,067581","0,647737"
4,"6,875","4,041442","3,168236","1,848397","2,098125","1,025251","3,69045","1,049516","0,519732","0,295297","0,302657","2,676418","2,709445","2,283105","1,648606","0,593493","1,974835","1,2588","0,753629","1,203294","0,980663","8,634458","2,462169","1,387844","1,082983","0,700022"
4,7,"3,146714","2,630395","1,851153","1,866123","1,05115","4,203867","1,17576","0,595173","0,269407","0,293319","2,35506","2,825184","2,440227","1,359059","0,598064","2,067449","1,363838","0,749263","1,144009","1,03109","7,769382","2,0901","1,415119","1,069215","0,729752"
,,,,,,,,,,,,,,,,,,,,,,,,,,
5,"0,125","2,786333","15,956424","1,114871","0,820325","0,765692","1,037912","3,392802","1,013978","1,213361","2,523019","6,756866","37,028435","3,211584","1,84905","0,705261","1,66376","1,762333","0,73591","1,263527","1,036652","4,223499","14,259287","1,982815","0,55086","2,05841"
5,"0,25","3,000232","15,523343","1,373502","0,831584","0,704504","1,178645","3,048799","0,935336","1,099068","2,556454","6,401763","38,850224","3,318483","2,109734","0,632383","1,412675","1,944665","0,723607","1,099835","1,038641","4,279762","13,690742","2,607974","0,606135","1,889547"
5,"0,375","2,897516","14,090164","1,601402","0,902891","0,672992","1,400594","2,487106","0,881446","1,034985","2,522313","5,630998","38,901127","3,174883","2,460115","0,552436","1,214299","2,147645","0,805232","0,996996","1,00514","3,900522","12,392227","3,239688","0,772949","1,725417"
5,"0,5","2,528304","11,882597","1,731466","1,011336","0,662364","1,664979","1,857393","0,855347","1,021818","2,428235","4,843321","37,929836","2,869364","2,872891","0,477767","1,117621","2,335118","0,938335","0,939141","0,948565","3,196622","10,554288","3,675132","1,015359","1,585369"
5,"0,625","2,010934","9,37529","1,746592","1,138269","0,657124","1,896431","1,353922","0,87637","1,035589","2,300142","4,37148","36,559174","2,581898","3,27569","0,41608","1,149233","2,457988","1,084806","0,909639","0,891858","2,372233","8,483981","3,778987","1,291647","1,469159"
5,"0,75","1,496166","7,108136","1,663366","1,266595","0,646539","2,055702","1,117404","0,972865","1,046417","2,172129","4,385273","34,872047","2,550218","3,571285","0,371475","1,358231","2,47642","1,233021","0,904788","0,860006","1,642773","6,506748","3,510943","1,553987","1,368951"
5,"0,875","1,127096","5,459773","1,51665","1,387397","0,632996","2,124056","1,146099","1,149061","1,036493","2,065891","4,682665","32,516808","2,936647","3,687417","0,350007","1,759902","2,367556","1,376885","0,932761","0,869678","1,155724","4,876851","2,976095","1,778518","1,277937"
5,1,"1,044235","4,542468","1,370805","1,505834","0,629427","2,092928","1,31355","1,370965","1,013779","1,988134","4,922747","29,097721","3,665998","3,604541","0,360459","2,306779","2,140926","1,505778","1,00108","0,925813","1,002168","3,739919","2,413472","1,970987","1,202445"
5,"1,125","1,307361","4,160881","1,274917","1,624022","0,651967","1,95689","1,473204","1,571836","1,00104","1,931927","4,977334","24,730732","4,439805","3,359302","0,408827","2,875271","1,84729","1,597283","1,094259","1,020753","1,163097","3,039579","2,030715","2,142214","1,158762"
5,"1,25","1,892737","4,024115","1,239268","1,725892","0,706856","1,74774","1,538358","1,676399","1,016394","1,882725","4,994643","20,15782","4,92406","3,024964","0,492107","3,277736","1,551358","1,620912","1,181234","1,13495","1,58587","2,615853","1,893361","2,280173","1,155069"
5,"1,375","2,637491","3,958564","1,285821","1,781975","0,783459","1,500513","1,493248","1,659422","1,068249","1,818914","5,26975","16,444334","5,07936","2,680449","0,59818","3,35155","1,302953","1,553025","1,230844","1,241098","2,11512","2,35242","1,936509","2,356095","1,179246"
5,"1,5","3,322922","3,995615","1,443894","1,763592","0,860851","1,272816","1,390701","1,551818","1,146253","1,718055","5,891645","14,572017","5,099257","2,380991","0,711246","3,034008","1,134738","1,407928","1,227823","1,313191","2,577734","2,293771","2,034674","2,341267","1,205904"
5,"1,625","3,734452","4,234639","1,712483","1,66248","0,920567","1,132599","1,321744","1,413592","1,230597","1,575428","6,741049","15,330534","5,087034","2,157646","0,819769","2,399205","1,101971","1,219867","1,186213","1,333404","2,790592","2,489606","2,075861","2,230433","1,212572"
5,"1,75","3,764189","4,673292","2,011355","1,505131","0,956661","1,115697","1,348733","1,285652","1,304263","1,410205","7,445991","19,354649","4,995725","2,021449","0,915388","1,675557","1,28802","1,027055","1,144741","1,295719","2,723807","2,893456","2,00629","2,072616","1,194452"
5,"1,875","3,500867","5,234189","2,226834","1,337241","0,975098","1,208587","1,478672","1,172927","1,352949","1,254948","7,672059","26,946857","4,74685","1,975133","0,993469","1,119064","1,733513","0,867151","1,143663","1,207232","2,427775","3,414781","1,862748","1,947026","1,158148"
5,2,"3,122808","5,798135","2,291846","1,193065","0,984784","1,339027","1,660487","1,063238","1,371774","1,142828","7,263327","37,582817","4,25849","2,018384","1,047358","0,875405","2,404763","0,768427","1,200526","1,084328","2,010955","3,927358","1,705038","1,913115","1,124068"
5,"2,125","2,842507","6,214159","2,225331","1,082467","0,98795","1,43082","1,81106","0,94608","1,356855","1,100173","6,302826","49,55719","3,591989","2,149128","1,06845","0,960814","3,18175","0,748994","1,298684","0,94831","1,700371","4,300567","1,582842","1,964698","1,120477"
5,"2,25","2,982602","6,378771","2,110597","0,993454","0,978369","1,440323","1,857288","0,838562","1,302572","1,141545","5,063099","60,069767","2,929195","2,335391","1,051989","1,279596","3,87155","0,828817","1,398434","0,820879","1,884563","4,432599","1,49938","2,027401","1,168693"
5,"2,375","3,543556","6,253113","2,018622","0,909976","0,947131","1,36134","1,764325","0,784615","1,209494","1,262345","3,85784","66,10041","2,39337","2,522389","1,003033","1,65902","4,266965","1,047477","1,468484","0,721139","2,583278","4,28096","1,431222","2,021779","1,276232"
5,"2,5","4,787127","5,918077","2,060316","0,836372","0,893048","1,249054","1,548088","0,824902","1,091325","1,432889","2,991778","65,672462","2,078385","2,644677","0,937167","1,975999","4,257338","1,467242","1,503748","0,65987","3,845996","3,920737","1,425816","1,919843","1,427446"
5,"2,625","7,357733","5,55939","2,323364","0,790629","0,830117","1,147516","1,257793","0,951561","0,972991","1,596428","2,64723","58,704464","2,011446","2,645912","0,876717","2,165001","3,886491","2,129265","1,513402","0,634282","5,786013","3,545799","1,563809","1,754966","1,580019"
5,"2,75","11,616597","5,32791","2,810675","0,79689","0,785253","1,086388","0,958784","1,108012","0,873348","1,686081","2,740797","47,035065","2,117958","2,506859","0,846588","2,196688","3,323629","3,015871","1,517578","0,630721","8,380895","3,344366","1,903607","1,603985","1,684866"
5,"2,875","17,601488","5,247055","3,412635","0,86411","0,785809","1,060854","0,71193","1,219041","0,796667","1,656801","3,09779","33,585484","2,237348","2,243307","0,867195","2,102749","2,796252","4,026065","1,525274","0,63519","11,551706","3,391395","2,424493","1,533101","1,714123"
5,3,"23,908842","5,225038","3,948293","0,984073","0,847777","1,047621","0,547836","1,233926","0,731602","1,510926","3,552724","21,252211","2,238423","1,903894","0,940167","1,938412","2,496885","4,986982","1,521878","0,636867","14,636883","3,63113","3,021617","1,551012","1,67606"
5,"3,125","28,852161","5,117645","4,265001","1,140028","0,968834","1,016708","0,455826","1,161549","0,668961","1,295302","3,995978","11,920112","2,108404","1,544838","1,042663","1,77322","2,50496","5,710249","1,483461","0,633862","16,82844","3,917092","3,54217","1,613293","1,609545"
5,"3,25","30,803177","4,781803","4,263663","1,309518","1,126865","0,962641","0,406103","1,054996","0,616715","1,072936","4,327613","6,030189","1,901713","1,222358","1,137191","1,666146","2,743961","6,037392","1,406162","0,634743","17,524675","4,106706","3,844818","1,658511","1,559232"
5,"3,375","29,038996","4,124062","3,929384","1,469976","1,284205","0,908865","0,382933","0,975798","0,598909","0,895585","4,438494","2,972052","1,665786","0,97673","1,186476","1,652413","3,038868","5,888344","1,308511","0,649369","16,415657","4,108783","3,865514","1,645487","1,548572"
5,"3,5","24,208687","3,196871","3,356583","1,605212","1,39871","0,879366","0,409517","0,963681","0,641549","0,784166","4,291094","1,774298","1,464724","0,830311","1,168923","1,714719","3,184929","5,285382","1,222644","0,681088","14,009628","3,954041","3,650417","1,577439","1,565812"
5,"3,625","17,79315","2,193881","2,726274","1,699692","1,43854","0,868146","0,514615","1,019132","0,751296","0,726228","3,932252","1,563073","1,312027","0,783758","1,085841","1,795662","3,051205","4,376886","1,182706","0,718374","10,843879","3,758604","3,320087","1,487181","1,574879"
5,"3,75","11,65006","1,32958","2,228707","1,733711","1,394491","0,872552","0,705615","1,107981","0,906552","0,691056","3,51079","1,727941","1,172246","0,81247","0,960918","1,859124","2,676925","3,387665","1,203846","0,739003","7,890707","3,626827","2,975947","1,399849","1,542421"
5,"3,875","7,096951","0,760266","1,997972","1,69548","1,284862","0,880975","0,966538","1,173361","1,05953","0,656957","3,192484","2,000533","1,03994","0,883124","0,826323","1,930841","2,197051","2,529186","1,273795","0,723565","5,657022","3,563802","2,669829","1,324687","1,470592"
5,4,"4,564231","0,559374","2,034163","1,577043","1,150435","0,878219","1,270765","1,167996","1,162545","0,635212","3,011835","2,25528","0,953552","0,969886","0,712476","1,97576","1,743305","1,925479","1,362478","0,669356","4,308792","3,549813","2,406442","1,252501","1,402275"
5,"4,125","3,320826","0,720439","2,208428","1,390724","1,039536","0,89156","1,581618","1,077854","1,215656","0,662689","2,94612","2,402416","0,946948","1,045167","0,633966","2,039095","1,436462","1,586349","1,442509","0,591793","3,539311","3,577229","2,180526","1,165511","1,38829"
5,"4,25","2,917882","1,16102","2,349289","1,169646","0,98549","0,897457","1,847263","0,91682","1,259723","0,772149","2,921862","2,383636","1,005411","1,080957","0,58792","2,004668","1,308983","1,453128","1,500848","0,520939","3,067687","3,651281","1,995139","1,059316","1,452836"
5,"4,375","2,677641","1,732199","2,338641","0,954426","0,993975","0,954996","2,016306","0,725683","1,339036","0,967069","2,95293","2,204253","1,086328","1,056514","0,559765","1,898919","1,299878","1,497013","1,52647","0,491626","2,680641","3,757437","1,846457","0,94824","1,585476"
5,"4,5","2,520284","2,288904","2,154031","0,779881","1,043333","1,047762","2,048639","0,548731","1,473114","1,209619","3,029148","1,924203","1,150717","0,965943","0,535777","1,703917","1,338395","1,707643","1,504085","0,528451","2,394031","3,867141","1,702597","0,866632","1,746263"
5,"4,625","2,375835","2,787869","1,849419","0,670293","1,098159","1,20136","1,932127","0,412571","1,636651","1,435739","3,154326","1,618626","1,17326","0,825991","0,514601","1,479995","1,381602","2,031432","1,427816","0,631692","2,195618","3,948916","1,534953","0,851542","1,880386"
5,"4,75","2,180191","3,248197","1,517156","0,635941","1,124424","1,360557","1,692369","0,32375","1,762525","1,582415","3,273643","1,320538","1,147406","0,670485","0,508473","1,250651","1,40633","2,3685","1,305823","0,776905","2,03357","3,960044","1,348494","0,931035","1,940189"
5,"4,875","2,02363","3,696107","1,238708","0,672229","1,104848","1,513767","1,391199","0,28579","1,783575","1,614046","3,346437","1,046815","1,082252","0,541423","0,534868","1,050202","1,412473","2,604522","1,172306","0,930702","1,967124","3,903614","1,168384","1,105774","1,903391"
5,5,"2,122202","4,13523","1,050498","0,761023","1,04366","1,61972","1,106601","0,311634","1,680854","1,538183","3,247189","0,814494","1,009164","0,471669","0,604828","0,940497","1,406186","2,674095","1,075443","1,06628","2,201968","3,83968","1,025425","1,347037","1,774135"
5,"5,125","3,71302","4,455512","0,933311","0,868779","0,959615","1,746122","0,891353","0,407904","1,49525","1,403605","2,902843","0,639462","0,966119","0,478759","0,71282","1,159103","1,405919","2,570516","1,050246","1,169","3,744988","3,759096","0,942667","1,607539","1,579013"
5,"5,25","8,26851","4,538995","0,862121","0,955406","0,87526","2,233348","0,761774","0,569157","1,297193","1,275495","2,957618","0,521696","0,972737","0,563062","0,833615","2,153037","1,415379","2,356353","1,096274","1,235763","7,723043","3,615127","0,949135","1,833223","1,360513"
5,"5,375","16,175632","4,350945","0,844471","0,999293","0,809456","3,322513","0,704653","0,775675","1,144532","1,20158","3,621033","0,465141","1,01778","0,709027","0,930827","4,160594","1,421337","2,12676","1,176209","1,280417","14,423065","3,41709","1,081498","1,986853","1,169185"
5,"5,5","25,763599","3,950347","0,913039","1,007846","0,771237","5,001601","0,700234","0,99437","1,063583","1,191089","5,246096","0,47024","1,073641","0,888174","0,974927","7,146849","1,404947","1,945555","1,239033","1,32719","22,286709","3,228762","1,366737","2,064468","1,053899"
5,"5,625","34,382637","3,472511","1,102887","1,008286","0,756641","6,951693","0,727014","1,186029","1,046826","1,21804","7,439233","0,527715","1,10399","1,062359","0,955538","10,690629","1,350158","1,820148","1,254937","1,396057","29,147511","3,12153","1,80174","2,081352","1,044239"
